Nombre,Categoría,Calificación,Número de Opiniones,Dirección,Latitud,Longitud,Imagen
DVolada Santa Fe ,americana,4.4,370+,"Santa Fe 2da Seccion, Tijuana, BC 22664",32.4617,-116.8713,https://tb-static.uber.com/prod/image-proc/processed_images/b5480d3bbb3d5d854bfde93e5565512f/69ad85cd7b39888042b3bbf1c22d630d.jpeg
Restaurant Canton City Libertad,asiática,4.7,100+,"Defensores De Baja California 12 Local 23 Y 24 Ruíz Cortínez, Tijuana, LATAM 22204",,,https://tb-static.uber.com/prod/image-proc/processed_images/7aa5f93193f2bb305d68cd707d182ce6/891233042e9ada9873fc6d9c4e835eac.jpeg
CBiche Cacho,americana,4.7,20,"Av Gobernador Balarezo 9889, America, 22044 Tijuana, B.C., LATAM 22044",32.5027,-117.00371,https://tb-static.uber.com/prod/image-proc/processed_images/ec23bf5054a708aa611c6be014dd9ead/69ad85cd7b39888042b3bbf1c22d630d.jpeg
Easy Pizza Monarca,italiana,4.6,30,"Blvd. Manuel J. Clouthier 5561, Tijuana, LATAM 22550",32.5153175,-116.9255236,https://tb-static.uber.com/prod/image-proc/processed_images/649a6752b826c40fd65ac4939c820fd2/7835428b286acb57646a256c897c0e9e.jpeg
Tacos Los Carnales Tijuana,mexicana,4.8,93,"Cuathemoc Sur 134, La Gloria, 22645, La Joya, Tijuana B.C, BC 22645",31.5519,-116.6208,https://tb-static.uber.com/prod/image-proc/processed_images/dc495efa5cbf8318eebe7f34e6fda137/f8403c421bef668ad381b5e82e546060.webp
Baja BBQ Pit  Sucursal Plaza Monarca,americana,4.5,"1,500+","Ruta Independencia #21751-21 , Oficina , Tijuana, BC 221777",32.5027,-117.00371,https://tb-static.uber.com/prod/image-proc/processed_images/d2f3d2130bd514fc26d2d469dc5cfedd/9b3aae4cf90f897799a5ed357d60e09d.jpeg
Easy Pizza Sierra,italiana,4.5,16,"Chevron, Laderas Demonterrey, 22046 Tijuana, B.C., Mx, ",32.5027,-117.00371,https://tb-static.uber.com/prod/image-proc/processed_images/649a6752b826c40fd65ac4939c820fd2/7835428b286acb57646a256c897c0e9e.jpeg
Bodega 8  Sucursal Tijuana,mexicana,4.6,210+,"Blvd. Aguacaliente 10387 Local D 201 Col. Neidhart, Tijuana, Baja California 22020",46.17496,18.95639,https://tb-static.uber.com/prod/image-proc/processed_images/621e71e8d411ad646913fb5dfa317126/9b3aae4cf90f897799a5ed357d60e09d.jpeg
D Wings And Ribs  BC,americana,4.5,45,"Calle Hernán Cortés 845, 9, Tijuana, LATAM 22530",32.4682767,-116.9767772,https://tb-static.uber.com/prod/image-proc/processed_images/8fca65677019e0334ea3a981d78c115c/7835428b286acb57646a256c897c0e9e.jpeg
Wild Rooster Wing Bar  Diaz Ordaz ,americana,4.5,"1,000+","150 Boulevard Diaz Ordaz, Tijuana, LATAM 22127",31.6382,-116.3415,https://tb-static.uber.com/prod/image-proc/processed_images/a44984995e89b85553d765ca265a94e1/f8403c421bef668ad381b5e82e546060.jpeg
Easy Pizza Hipódromo,italiana,4.5,20,"Golden Chips Tijuana, LATAM 22024",32.023,-116.3035,https://tb-static.uber.com/prod/image-proc/processed_images/649a6752b826c40fd65ac4939c820fd2/7835428b286acb57646a256c897c0e9e.jpeg
The Brisket House,americana,4.0,170+,"1er Callejón Coahuila 601, Tijuana, BC 22000",32.5316,-116.7601,https://tb-static.uber.com/prod/image-proc/processed_images/258c0e99c8daafb65d89701ad56bdcf0/9b3aae4cf90f897799a5ed357d60e09d.webp
Dr Ramen,asiática,4.4,500+,"Calle Jose Maria Velazco, 2480, Dr. Ramen, Tijuana, BC 22010",30.8595,-116.0833,https://tb-static.uber.com/prod/image-proc/processed_images/4453669b85ddf62f01f1a5d7f39b86cb/69ad85cd7b39888042b3bbf1c22d630d.jpeg
Sonora Steak Asadero  Plaza Rio Food Court,mexicana,4.5,800+,"Paseo De Los Héroes 98, Zona Urbana Rio Tijuana, 22010 Tijuana, B.C., México, E 17j, B.C. 22015",38.9729,-77.535,https://tb-static.uber.com/prod/image-proc/processed_images/ee554264c54c2b787d62fda7d55357fd/9b3aae4cf90f897799a5ed357d60e09d.jpeg
BURRA BURGER,americana,4.3,16,"Baja Pádel Club, Tijuana, LATAM 22226",31.8856,-116.4323,https://tb-static.uber.com/prod/image-proc/processed_images/832191348571b9f8c1c11bca8810c83a/891233042e9ada9873fc6d9c4e835eac.jpeg
Labricot ,europea,4.1,17,"Avenida De Las Ferias #375 Fracc. Herradura, Tijuana, BC 22034",32.5027,-117.00371,https://tb-static.uber.com/prod/image-proc/processed_images/4ae76874551b380e1c19da5ff5312b5e/61e8d264e9409914f90881b13f54d0ac.jpeg
Easy Pizza Santa Fe,italiana,4.4,66,"Blvd. Rosario 351, Tijuana, LATAM 22040",32.4341438,-117.041181,https://tb-static.uber.com/prod/image-proc/processed_images/649a6752b826c40fd65ac4939c820fd2/7835428b286acb57646a256c897c0e9e.jpeg
El Pechugón Diaz Ordaz,americana,4.3,120+,"Blvrd. Díaz Ordaz 949, Tijuana, Baja California 22105",32.0022,-116.633,https://tb-static.uber.com/prod/image-proc/processed_images/bcad0bfe74561e351ab6096473cb52e4/820883a48567670acbd720bc76391291.jpeg
The Hideout,mexicana,4.0,21,"Calle 6ta 8266, Tijuana, BC 22000",32.5314174,-117.0314349,https://tb-static.uber.com/prod/image-proc/processed_images/efd4310d57e451b0d1d8fee86cf4f1cf/7835428b286acb57646a256c897c0e9e.jpeg
Cabutos Ribs And Wings,americana,4.7,41,"Plaza Monarca, Local C-99, Tijuana, BC 22210",32.1895,-115.9708,https://tb-static.uber.com/prod/image-proc/processed_images/c854bfde5948ff921baaf640a3998f29/61e8d264e9409914f90881b13f54d0ac.jpeg
Toks Tijuana Río,mexicana,4.6,"1,500+","Paseo De Los Héroes 95, Zona Urbana Rio Tijuana, 22010",32.5343634,-117.029563,https://tb-static.uber.com/prod/image-proc/processed_images/31a70c694f6875ae7217ddb519dfcf91/7835428b286acb57646a256c897c0e9e.jpeg
Tortas Burger,mexicana,4.5,"2,000+","Blvd. Lázaro Cárdenas 5100, Local 43 (Plaza San Jorge), Tijuana, Baja California 22115",32.0532,-115.7858,https://tb-static.uber.com/prod/image-proc/processed_images/355485181d5264c75d4a7f901d3466cb/9b3aae4cf90f897799a5ed357d60e09d.jpeg
The Park,mexicana,4.5,120+,"Newcity Plaza, Paseo Del Centenario, Zona Río, Tijuana, BC 22010",30.8595,-116.0833,https://tb-static.uber.com/prod/image-proc/processed_images/21c0a70f2565596ae3328e14ee824434/a70f5c9df440d10213e93244e9eb7cad.jpeg
260 Grill  Bar Tijuana,asiática,4.4,21,"Boulevard Sanchez Taboada #4555, Tijuana, LATAM 22010",32.4807843,-116.9666384,https://tb-static.uber.com/prod/image-proc/processed_images/5f5fce434e675ad780423009a221ba22/7835428b286acb57646a256c897c0e9e.jpeg
Coffee Tree Cinépolis  Galerías Hipódromo,americana,4.2,160+,"Blvd. Agua Caliente 11999, Hipodromo Agua Caliente, 22024 Tijuana, B.C., Baja California Norte 22024",32.023,-116.3035,https://tb-static.uber.com/prod/image-proc/processed_images/472c0dd906a4feeb5577872059def72b/63d18745892c100be9e4ef3c560c9204.jpeg
Forever Pizza Lomas del Porvenir,italiana,4.5,36," Av. Transpeninsular 10-A, Infonavit Lomas Del Porvenir, 22535 Tijuana, B.C., A Lado De La Subdelegación , ",32.5264208,-117.0723342,https://tb-static.uber.com/prod/image-proc/processed_images/dcaa754dd65806fce8943ba7e3ccfc9b/61e8d264e9409914f90881b13f54d0ac.jpeg
Cinemex Mundo Divertido Tijuana,americana,4.5,280+,"Vía Rápida Poniente No. 15035 Fracc. San Jose 2da. Etapa Zona Del Rio, Tijuana, Baja California 22610",,,https://tb-static.uber.com/prod/image-proc/processed_images/1592bcf821bffc1df745bfe76c2e0818/7835428b286acb57646a256c897c0e9e.jpeg
KOVERA SHOT,desayuno,4.8,460+,"Avenida Maclovio Herrera 3747, Francisco Villa, Tijuana, Baja California, Mx, BC 22615",32.5027,-117.00371,https://tb-static.uber.com/prod/image-proc/processed_images/3f4ae4bf7bd918c5feefa54bba606c36/820883a48567670acbd720bc76391291.jpeg
Los Panchos,mexicana,4.7,"1,000+","Blvrd Salinas 3231, Aviacion, Tijuana, Baja California 22014",32.5419,-116.6361,https://tb-static.uber.com/prod/image-proc/processed_images/6030ef02860633d40930b8561820f9bb/69ad85cd7b39888042b3bbf1c22d630d.jpeg
La Stazione Cafe Selecto,cafetería,4.8,330+,"Avenida Ensenada 2269, Tijuana, BC 22040",32.51677,-117.0268956,https://tb-static.uber.com/prod/image-proc/processed_images/07dc41c25ebfe95f4319b3b58f726fd6/9b3aae4cf90f897799a5ed357d60e09d.jpeg
El Pollo Asil Otay,americana,4.5,200+,"Calz Del Tecnológico 315, Tijuana, LATAM 22414",31.7268,-115.8646,https://tb-static.uber.com/prod/image-proc/processed_images/508704b8779759b3c551bc6d555e84e6/a70f5c9df440d10213e93244e9eb7cad.jpeg
Mariscos Rubens  Charlies,ambiente familiar,4.3,350+,"Av Del Pacifico 493, Monumental, Tijuana, Baja California 22500",32.5311115,-117.1230805,https://tb-static.uber.com/prod/image-proc/processed_images/3b3e73cf51e0ced1c14a0dfabf416d89/9b3aae4cf90f897799a5ed357d60e09d.jpeg
La India Bonita,mexicana,4.4,500+,"Bulevar Santa Fe Y Calle Nápoles , Plaza La Placita Local 2b, Tijuana, Baja California 22654",,,https://tb-static.uber.com/prod/image-proc/processed_images/0bdb62dc5584db48b0dfb607bfcafd4b/69ad85cd7b39888042b3bbf1c22d630d.jpeg
JF El Rincón De Los Antojos ,repostería,4.4,11,"Calle Del Encino A1b Tijuana, Baja California 22170 Mexico, ",32.1392,-116.5156,https://tb-static.uber.com/prod/image-proc/processed_images/1ea6e044bae7cc52b88a5e3b4da4e40e/891233042e9ada9873fc6d9c4e835eac.jpeg
Seis Burgers,americana,4.8,460+,"Calle Unión 2161, Tijuana, LATAM 22015",32.4807934,-117.0421694,https://tb-static.uber.com/prod/image-proc/processed_images/d8f5f5a1ca6761cfca46efc099034e54/69ad85cd7b39888042b3bbf1c22d630d.jpeg
Cafe  Crepas,cafetería,4.4,600+,"Boulevard 6670, Local Comercial , Tijuana, 22640",32.4776,-117.0087,https://tb-static.uber.com/prod/image-proc/processed_images/c3933d0e7d5a5d7a8c2e502904bedd9a/69ad85cd7b39888042b3bbf1c22d630d.jpeg
El BOLA DE CEDROS Tijuana,mexicana,4.9,33,"Privada Monte Aragón & Calle Betel, Interior 26, Tijuana, BC 22564",32.5027,-117.00371,https://tb-static.uber.com/prod/image-proc/processed_images/911d4a2626039c12102cfc4fdba233d0/9b3aae4cf90f897799a5ed357d60e09d.webp
El Copeo  Avenida Revolución,alitas,4.6,"1,000+","Av. Revolución 1240, Tijuana, B.C. 22000",32.5246546,-117.0357658,https://tb-static.uber.com/prod/image-proc/processed_images/4d6797b8d2aa7459bd27d98b949b6619/61e8d264e9409914f90881b13f54d0ac.jpeg
Busher Cocdrils Tijuana,americana,4.6,31,"Blvd. Alberto Limón Padilla 17515, Local B4 Plaza Amistad, Col. Vista Alamar, 22510 Tijuana, B.C, LATAM 22510",33.20004,-117.24254,https://tb-static.uber.com/prod/image-proc/processed_images/a3f740c79a435fca2d5cb1642edd8d20/7835428b286acb57646a256c897c0e9e.jpeg
Alas Wings JAJARRITOS,americana,3.9,51,"Paseo Los Reyes, 22123, 2, Tijuana, BC 22123",32.4644,-116.5969,https://tb-static.uber.com/prod/image-proc/processed_images/48824cd17fa3e24b5b29a001ca8860cb/7835428b286acb57646a256c897c0e9e.jpeg
Tacos De Birria El Cholo Paisa,mexicana,4.2,290+,"Calle Central, Tijuana, LATAM 22195",32.0472,-116.6508,https://tb-static.uber.com/prod/image-proc/processed_images/b6824698e7d9b074885b253a0f3f4a8a/f8403c421bef668ad381b5e82e546060.webp
Hot dogs estilo cd Obregon sonora el plebe,latinoamericana,4.0,700+,"Avenida Paseo Del Guaycura 19931, Tijuana, BC 22214",32.5084469,-116.9194192,https://tb-static.uber.com/prod/image-proc/processed_images/ebf37ba6d36125534b76e2ae7ebb4704/9b3aae4cf90f897799a5ed357d60e09d.jpeg
Birria La Mejor Abierto 24 HR Calle 3ra,mexicana,4.2,"1,000+","Calle 3era 8282, Zona Centro, 22000 Tijuana, B.C., Mexico, Abierto 24 Horas, B.C. 22000",53.99983,-125.0032,https://tb-static.uber.com/prod/image-proc/processed_images/fca7aad8f5d00126ee32e5fbccd13445/a70f5c9df440d10213e93244e9eb7cad.jpeg
Mundo Anime Café,asiática,4.8,500+,"Av. Niños Héroes 1133, Entre 5ta Y 6ta., Zona Centro, 22000 Tijuana, B.C., Mexico, B.C. 22000",54.89793,23.89815,https://tb-static.uber.com/prod/image-proc/processed_images/4a2739bba4a3d594064f8028bdc1f84f/9b3aae4cf90f897799a5ed357d60e09d.jpeg
Ticza,italiana,4.0,45,"Paseo De Los Héroes 9550 E17, Tijuana, BC 22010",32.5343634,-117.029563,https://tb-static.uber.com/prod/image-proc/processed_images/2e84a5917c8839e8d9ed57f0a32078de/69ad85cd7b39888042b3bbf1c22d630d.webp
Dairy Queen Alondras,comida rápida,4.7,190+,"Carretera Tijuana-Rosarito 9650, LATAM 22660",32.4679265,-117.0182046,https://tb-static.uber.com/prod/image-proc/processed_images/fb7b9326be1a1dfacfbccc2670dfe485/7915c4a78a9f94ed56316c7c4dc0ec89.jpeg
Mini Roll Sushi,japonesa,4.2,250+,"Avenida Tijuana 8117, LATAM 22675",32.5027,-117.00371,https://tb-static.uber.com/prod/image-proc/processed_images/bbc2f55e9d72e40e02ecb9a0e4b96714/69ad85cd7b39888042b3bbf1c22d630d.webp
Dinastía 12,cafetería,4.7,470+,"Dinastia 12 Plaza Rio, Tijuana, B.C. 22015",31.7007,-116.3597,https://tb-static.uber.com/prod/image-proc/processed_images/cbd64af68933624eefbed0affec07543/9b3aae4cf90f897799a5ed357d60e09d.jpeg
Greek Taco ,griega,4.7,29,"Avenida Cochimíes , Food Truck, Tijuana, BC 22226",31.8856,-116.4323,https://tb-static.uber.com/prod/image-proc/processed_images/38c482fc56390250a7f300de09356e4f/9b3aae4cf90f897799a5ed357d60e09d.jpeg
Dinastía 12 Minarete,americana,4.0,26,"Plaza Minarete, Tijuana, LATAM 22014",32.5419,-116.6361,https://tb-static.uber.com/prod/image-proc/processed_images/13a290f1ffecbd3dab43901974953f3d/7915c4a78a9f94ed56316c7c4dc0ec89.jpeg
Pizza Boy,italiana,4.5,280+,"Boulevard Gustavo Díaz Ordaz 150, Local 22, Tijuana, BC 22680",32.5027,-117.00371,https://tb-static.uber.com/prod/image-proc/processed_images/c9de0ec0d6170ece59a9b57b7ebd1913/820883a48567670acbd720bc76391291.jpeg
Chino Tacos n Fries,mexicana,4.2,"3,000+","Avenida Las Palmas 5009, Las Palmas, Tijuana, B.C., Mexico, B.C. 22195",32.54,-116.73667,https://tb-static.uber.com/prod/image-proc/processed_images/72b67d6f5231b968d915732477c031b0/f8403c421bef668ad381b5e82e546060.jpeg
Flautas de Mexicali Aguilar,mexicana,4.1,16,"Calle Aguila Real 19280 Local 20, Multiplaza Gato Bronco, Tijuana, LATAM 22215",32.5027,-117.00371,https://tb-static.uber.com/prod/image-proc/processed_images/32f453d227f1cd6ad115f9f2dee18c87/e08b0b609562fdad757d8c76c3b20f19.jpeg
Café Fvego Coffee Company,cafetería,4.7,340+,"Calzada Tecnologico 810 Tomas Aquino, Tijuana, BC 22414",32.5293213,-116.980612,https://tb-static.uber.com/prod/image-proc/processed_images/ddd233acb4b5e1b53138ec1c60e99895/9b3aae4cf90f897799a5ed357d60e09d.jpeg
TKRBN La Quinta Food Park Takarbon,mexicana,3.8,320+,"Avenida José María Velasco, Tijuana, BC 22320",32.520843,-117.0142257,https://tb-static.uber.com/prod/image-proc/processed_images/231ab3dbf4d035b5c00ab9bca901aad9/9b3aae4cf90f897799a5ed357d60e09d.jpeg
Los Munchilocos,americana,4.0,100+,"Calle Pirules 7015 Loma Bonita, 1, Tijuana, BC 22604",32.5018707,-117.0603387,https://tb-static.uber.com/prod/image-proc/processed_images/8987d6d3ba549c342d0b532244b5d123/f8403c421bef668ad381b5e82e546060.jpeg
Sanborns Tijuana Revolución,mexicana,4.4,470+,"Sanborns Tijuana, B.C. 22000",32.5258371,-117.0181475,https://tb-static.uber.com/prod/image-proc/processed_images/f9227e0532eefa7792c03458042a65b6/63d18745892c100be9e4ef3c560c9204.jpeg
Baja Son,americana,4.7,500+,"Paseo Ensenada 1249, Jardines Playas De Tijuana, Baja California 22500",32.5337596,-117.1134212,https://tb-static.uber.com/prod/image-proc/processed_images/bf41ccf1b96d0520f033418b95105af4/9b3aae4cf90f897799a5ed357d60e09d.jpeg
Pockets Billiards wings  Fun Loma Bonita,americana,4.3,340+,"Av Nueva Aurora 7226, Nueva Aurora Sur, Tijuana, BC 22604",32.5027,-117.00371,https://tb-static.uber.com/prod/image-proc/processed_images/1ab0696052dff3888bea1f6b1695a4fc/f8403c421bef668ad381b5e82e546060.jpeg
La Morra Taqueria,mexicana,4.7,66,"Calle Río Cuale 17402, Local, Tijuana, BC 22450",32.5279072,-116.9328949,https://tb-static.uber.com/prod/image-proc/processed_images/d852c601d5fcd483b47e788f670c8333/9b3aae4cf90f897799a5ed357d60e09d.webp
Delato Gelateria  Deli,repostería,4.9,49,"Río Colorado 9480, Marron, 22015 Tijuana, B.C., Mexico, Manys Saldaña Centro De Danza, ",3.92923,-75.01517,https://tb-static.uber.com/prod/image-proc/processed_images/f8fde534a3ae6c37d9ce240530808ceb/891233042e9ada9873fc6d9c4e835eac.jpeg
Venus Tijuana Centro,adult,5.0,18,"Calle 11 8864, Tijuana, LATAM 22000",32.5040852,-116.8738191,https://tb-static.uber.com/prod/image-proc/processed_images/f4c4439f3bf95fda71d4322e2d8d5a01/7835428b286acb57646a256c897c0e9e.jpeg
La Postal Teriyaki  Sushi Suc El Rubi,japonesa,4.5,"1,000+","Boulevard Fundadores 6715, Tijuana, LATAM 22626",32.486159,-117.033636,https://tb-static.uber.com/prod/image-proc/processed_images/9f4b84206d6727ee591d16584efd7024/9b3aae4cf90f897799a5ed357d60e09d.webp
Comidas Corridas Leslie Tijuana,mexicana,4.0,41,"Bulevar De Las Bellas Artes Otay , Tijuana, BC 22435",32.0499,-115.9773,https://tb-static.uber.com/prod/image-proc/processed_images/ff385042e683c1860fe666addfc894c6/f8403c421bef668ad381b5e82e546060.webp
barra andatti gourmet Cruz Roja,mexicana,4.9,13,"Prol. Paseo De Los Héroes 14775, Entre Entre Vía Rápida Poniente Y Blvd. Federico Benitez, Colonia Los Santos, Tijuana, Baja California 22430",,,https://tb-static.uber.com/prod/image-proc/processed_images/3ac45ee39578dfd6de2df0e22db63328/7915c4a78a9f94ed56316c7c4dc0ec89.jpeg
Ninetys ,desayuno,4.8,96,"Calle, Calle Ignacio Zaragoza 8216-9na, Zona Centro, 22000 Tijuana, B.C., 墨西哥, 蒂华纳, 下加利福尼亚州 22000",32.5316,-116.7601,https://tb-static.uber.com/prod/image-proc/processed_images/d6db2ad608a221227ea316f6c0773db6/69ad85cd7b39888042b3bbf1c22d630d.webp
El Pollo Asil Pacifico,americana,3.7,190+,"Calle Pacifico 9010, Tijuana, LATAM 22185",32.4563309,-116.975703,https://tb-static.uber.com/prod/image-proc/processed_images/508704b8779759b3c551bc6d555e84e6/a70f5c9df440d10213e93244e9eb7cad.jpeg
Gong Cha Peninsula,americana,4.8,120+,"Vía Rápida Poniente 15000,  Local KN1-01, Tijuana, BC 22226",32.5027,-117.00371,https://tb-static.uber.com/prod/image-proc/processed_images/c63fc957310b48dd3d570325fb4424f1/63d18745892c100be9e4ef3c560c9204.jpeg
Miniso Macroplaza Insurgentes,cuidado personal,4.7,120+,"Boulevard De Los Insurgentes 18015 Rio Tijuana Tercera Etapa 22226, Baja California, Mx, B,B2,B3,B4, BC 22226",38.8834,-77.1028,https://tb-static.uber.com/prod/image-proc/processed_images/541110e6f93cd4e284d443826dae13c5/7915c4a78a9f94ed56316c7c4dc0ec89.jpeg
PELOTEROS,mexicana,4.9,12,"Av. Manuel Paredes Número 2, Cañon De Las Palmeras, Tijuana, LATAM 22535",32.5027,-117.00371,https://tb-static.uber.com/prod/image-proc/processed_images/51b6cfd463937d5be306540ba9209404/7835428b286acb57646a256c897c0e9e.jpeg
Pollos de McDonalds Bellas Artes,americana,4.2,110+,"Boulevard Alberto Limón Padilla 18140, Tijuana, BC 22436",32.535511,-116.9320533,https://tb-static.uber.com/prod/image-proc/processed_images/74e83edbf91075fe774371c53f5e1ba5/7835428b286acb57646a256c897c0e9e.jpeg
Coffee Tree Cinépolis  Carrousel,americana,4.2,210+,"Blvd. Diaz Ordaz 15602, Las Brisas, 22610 Tijuana, B.C., Baja California Norte 22115",46.17496,18.95639,https://tb-static.uber.com/prod/image-proc/processed_images/472c0dd906a4feeb5577872059def72b/63d18745892c100be9e4ef3c560c9204.jpeg
InguesuBurger Calette,americana,3.6,220+,"Avenida José María Velasco, Tijuana, BC 22320",32.520843,-117.0142257,https://tb-static.uber.com/prod/image-proc/processed_images/a1d8c369ab29096d66e6e90edf8d462a/9b3aae4cf90f897799a5ed357d60e09d.jpeg
Mariscos Loreto,ambiente familiar,4.4,310+,"Av. C Niños Héroes 1061, Tijuana, Baja California 22000",32.5316,-116.7601,https://tb-static.uber.com/prod/image-proc/processed_images/bcd845f9b1b4e4e03cbf224fed6a808e/9b3aae4cf90f897799a5ed357d60e09d.jpeg
Sanborns Café Tijuana Rio,mexicana,4.1,200+,"Av. Paseo De Los Heroes No. 95, Tijuana, Baja California 22015",32.5188655,-117.0077245,https://tb-static.uber.com/prod/image-proc/processed_images/f9227e0532eefa7792c03458042a65b6/63d18745892c100be9e4ef3c560c9204.jpeg
Sanborns Tijuana Rio,mexicana,4.6,800+,"Paseo De Los Héroes 10130, Tijuana, B.C. 22010",32.5343634,-117.029563,https://tb-static.uber.com/prod/image-proc/processed_images/f9227e0532eefa7792c03458042a65b6/63d18745892c100be9e4ef3c560c9204.jpeg
Restaurante Los Norteños,mexicana,4.6,160+,"Plaza Los Altos, Tijuana, BC 22530",32.6358,-115.5394,https://tb-static.uber.com/prod/image-proc/processed_images/07f0d1af857bb9a7a01ca2621f03ca04/820883a48567670acbd720bc76391291.jpeg
Easy Pizza Huertas,italiana,4.6,26,"Blvd. Gustavo Diaz Ordaz 17001, Tijuana, LATAM 22105",32.5089562,-116.987439,https://tb-static.uber.com/prod/image-proc/processed_images/649a6752b826c40fd65ac4939c820fd2/7835428b286acb57646a256c897c0e9e.jpeg
Easy Pizza Playas,italiana,4.0,32,"Paseo Ensenada 1878, Tijuana, LATAM 22450",32.5337596,-117.1134212,https://tb-static.uber.com/prod/image-proc/processed_images/649a6752b826c40fd65ac4939c820fd2/7835428b286acb57646a256c897c0e9e.jpeg
